player_id,web_name,team,element_type,game_no,total_points,attack_strength,defence_strength,n_total_points,n_minutes,n_goals_scored,n_assists,n_clean_sheets,n_goals_conceded,n_saves,n_bonus,n_bps,n_influence,n_creativity,n_threat,n_ict_index,n_ea_index,n_open_play_crosses,n_big_chances_created,n_clearances_blocks_interceptions,n_recoveries,n_key_passes,n_tackles,n_winning_goals,n_attempted_passes,n_completed_passes,n_penalties_conceded,n_big_chances_missed,n_errors_leading_to_goal,n_errors_leading_to_goal_attempt,n_tackled,n_offside,n_target_missed,n_fouls,n_dribbles,n_attack_strength,n_defence_strength
3,Koscielny,Arsenal,Defender,11,0,60,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,1100
3,Koscielny,Arsenal,Defender,10,0,350,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,1170
3,Koscielny,Arsenal,Defender,9,0,590,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1270
3,Koscielny,Arsenal,Defender,8,0,640,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,1180
3,Koscielny,Arsenal,Defender,7,0,590,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,970
3,Koscielny,Arsenal,Defender,6,0,780,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,720
3,Koscielny,Arsenal,Defender,5,0,780,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Koscielny,Arsenal,Defender,4,0,800,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Koscielny,Arsenal,Defender,3,0,730,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Koscielny,Arsenal,Defender,2,0,560,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
