id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,news_added,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
597,206915.jpg,Jones,14,a,206915,Curtis,Jones,48,,45,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,281,416,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,12
223,103025.jpg,Mahrez,43,a,103025,Riyad,Mahrez,26,,82,2018-07-29T08:31:08Z,100,100,0.5,12.4,-8,0,8,0,FALSE,3,1.7,4.3,601640,399904,0,0,0,0,0,0,102,13,3.8,5.8,1.5,FALSE,1331,7,4,4,9,0,0,1,0,0,0,14,349,459.4,450.8,731.0,164.1,0,3,13
260,121160.jpg,Ederson,43,a,121160,Ederson,Santana de Moraes,31,,57,NA,NA,NA,0.8,29.6,2,0,-2,0,FALSE,2,22.9,4.7,1250973,1512731,0,0,0,0,0,0,169,2,4.4,6.2,7.3,FALSE,3420,0,1,20,23,0,0,0,2,0,58,6,700,535.2,33.0,0.0,56.8,0,1,13
261,33148.jpg,Bravo,43,i,33148,Claudio,Bravo,1,Lack of match fitness - Unknown return date,48,2018-08-20T21:31:21Z,0,0,0.0,0.0,-2,0,2,0,FALSE,0,0.1,0.0,10454,1489,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,13
262,97299.jpg,Stones,43,a,97299,John,Stones,5,,52,2019-03-16T01:31:23Z,100,100,0.1,16.0,-3,0,3,0,FALSE,0,4.6,0.7,719408,426309,0,0,0,0,0,0,83,0,3.5,2.2,3.7,FALSE,1761,0,0,9,15,0,0,0,1,0,0,9,431,376.6,115.5,49.0,54.1,0,2,13
263,17476.jpg,Kompany,43,a,17476,Vincent,Kompany,4,,52,2019-03-16T01:31:23Z,100,100,1.3,11.2,-3,0,3,0,FALSE,2,1.7,7.0,122434,79146,0,0,0,0,0,0,58,2,3.4,8.5,6.7,FALSE,1220,1,0,6,7,0,0,0,6,0,0,4,294,329.0,44.2,55.0,43.0,0,2,13
264,57410.jpg,Otamendi,43,a,57410,Nicolás,Otamendi,30,,60,2019-03-17T18:31:21Z,100,100,0.1,11.7,-5,0,5,0,FALSE,0,2.6,0.7,421295,107065,0,0,0,0,0,0,70,1,3.9,2.2,1.7,FALSE,1233,0,0,9,7,0,0,0,1,0,0,5,335,281.2,53.7,143.0,47.8,0,2,13
265,58621.jpg,Walker,43,a,58621,Kyle,Walker,2,,64,2019-04-07T11:31:23Z,100,100,0.9,23.4,-1,0,1,0,FALSE,2,12.1,6.0,992371,912325,0,0,0,0,0,0,150,2,4.5,7.5,7.7,FALSE,2776,1,1,18,17,0,0,0,3,0,0,11,684,498.8,448.4,183.0,113.1,0,2,13
266,100180.jpg,Danilo,43,a,100180,Danilo Luiz,da Silva,3,,48,2018-12-22T14:01:17Z,100,100,0.1,9.6,-7,0,7,0,FALSE,1,0.6,0.3,156857,127744,0,0,0,0,0,0,46,1,4.2,1.8,1.7,FALSE,805,1,0,4,7,0,0,0,1,0,0,7,202,165.2,118.0,99.0,38.2,0,2,13
267,102826.jpg,Mendy,43,a,102826,Benjamin,Mendy,22,,61,2019-03-16T01:31:23Z,100,100,0.0,9.7,1,0,-1,0,FALSE,2,5.9,0.0,2411974,1933788,0,0,0,0,0,0,59,0,5.9,1.5,1.9,FALSE,900,0,6,4,6,0,0,0,1,0,0,6,262,250.8,222.7,70.0,54.2,0,2,13
268,146941.jpg,Laporte,43,a,146941,Aymeric,Laporte,14,,63,2019-02-24T20:01:23Z,100,100,1.5,28.1,8,0,-8,0,FALSE,3,16.7,9.7,1473167,2316984,0,0,0,0,0,0,177,8,5.1,11.2,9.1,FALSE,3056,3,3,18,21,0,0,0,3,0,0,16,768,790.0,239.3,278.0,131.2,0,2,13
269,41823.jpg,Delph,43,a,41823,Fabian,Delph,18,,53,2019-03-18T13:01:20Z,100,100,0.0,5.5,-2,0,2,0,FALSE,0,0.3,0.0,90812,78971,0,0,0,0,0,0,29,0,2.6,1.5,1.5,FALSE,722,0,1,3,9,0,0,0,1,1,0,2,186,153.8,97.8,24.0,27.5,0,2,13
270,103955.jpg,Sterling,43,a,103955,Raheem,Sterling,7,,117,2018-09-03T18:31:13Z,100,100,0.3,20.0,7,0,-7,0,TRUE,6,24.8,3.7,2312172,3644050,0,0,0,0,0,0,234,5,6.9,5.2,7.1,FALSE,2770,17,15,17,19,0,0,0,3,0,0,25,743,1060.0,937.4,1572.0,357.1,0,3,13
271,20664.jpg,David Silva,43,a,20664,David,Silva,21,,85,2018-12-26T14:01:16Z,100,100,0.6,16.8,0,0,0,0,FALSE,2,4.4,4.7,1339892,1280172,0,0,0,0,0,0,143,9,4.3,6.2,3.9,FALSE,2399,6,8,16,14,0,0,0,2,0,0,14,614,715.2,1150.3,1092.0,295.8,0,3,13
272,27789.jpg,Fernandinho,43,a,27789,Fernando,Luiz Rosa,25,,53,2019-04-24T21:31:23Z,0,100,0.0,14.9,-2,0,2,0,FALSE,1,2.9,0.0,560910,349373,0,0,0,0,0,0,79,0,2.7,0.0,0.0,FALSE,2375,1,3,12,15,0,0,0,5,0,0,4,444,534.6,396.8,208.0,114.2,0,3,13
273,61366.jpg,De Bruyne,43,a,61366,Kevin,De Bruyne,17,,96,2019-04-20T13:31:24Z,75,100,0.0,6.1,-4,0,4,0,FALSE,0,3.4,0.3,1710395,539824,0,0,0,0,0,0,59,1,3.1,1.4,2.9,FALSE,968,2,3,6,3,0,0,0,2,0,0,8,268,301.4,562.3,317.0,117.9,0,3,13
274,59859.jpg,Gündogan,43,a,59859,Ilkay,Gündogan,8,,54,2019-04-24T21:31:23Z,100,100,0.9,20.9,-1,0,1,0,FALSE,1,2.3,4.7,544703,556405,0,0,0,0,0,0,113,9,3.6,6.2,4.7,FALSE,2129,6,3,13,15,0,0,0,3,0,0,10,528,548.8,819.7,447.0,181.6,0,3,13
275,182156.jpg,Sané,43,a,182156,Leroy,Sané,19,,93,NA,NA,NA,0.1,16.8,-2,0,2,0,FALSE,3,7.3,1.3,2692386,2344340,0,0,0,0,0,0,156,0,5.0,2.8,4.7,FALSE,1857,10,12,9,14,0,0,0,1,0,0,13,520,716.8,645.0,1039.0,240.3,0,3,13
276,165809.jpg,Bernardo Silva,43,a,165809,Bernardo Mota,Veiga de Carvalho e Silva,20,,78,2019-04-09T22:01:21Z,100,100,0.3,19.7,3,0,-3,0,FALSE,3,13.6,2.7,1870198,2267745,0,0,0,0,0,0,154,2,4.3,4.2,5.7,FALSE,2849,7,8,15,22,0,0,0,3,0,0,17,649,796.4,1026.3,1069.0,289.6,0,3,13
277,209244.jpg,Foden,43,a,209244,Phil,Foden,47,,45,2018-07-29T09:31:09Z,100,100,0.1,5.6,-5,0,5,0,FALSE,0,0.2,0.3,21160,14985,0,0,0,0,0,0,25,0,1.9,1.8,3.9,FALSE,328,1,0,2,0,0,0,0,0,0,0,3,93,85.0,133.8,208.0,42.6,0,3,13
278,216183.jpg,Diaz,43,u,216183,Brahim,Diaz,55,Joined Real Madrid in a permanent move,47,2019-01-07T10:31:16Z,0,0,0.0,0.0,-3,0,3,0,FALSE,0,0.0,0.0,3743,1478,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,13
279,206325.jpg,Zinchenko,43,a,206325,Oleksandr,Zinchenko,35,,47,2019-04-03T21:01:18Z,100,100,0.6,9.4,-3,0,3,0,FALSE,0,0.2,2.7,21639,29657,0,0,0,0,0,0,44,2,3.1,4.2,3.7,FALSE,1151,0,3,9,4,0,0,0,1,0,0,1,230,279.2,278.6,77.0,63.5,0,3,13
280,37572.jpg,Agüero,43,a,37572,Sergio,Agüero,10,,120,2019-03-31T19:31:20Z,100,100,0.5,16.8,10,0,-10,0,TRUE,4,42.7,5.7,4677736,5302762,0,0,0,0,0,0,201,6,6.1,7.2,5.5,FALSE,2457,21,11,17,15,0,0,0,4,0,0,26,740,946.6,523.7,1685.0,315.4,0,4,13
281,205651.jpg,Jesus,43,a,205651,Gabriel Fernando,de Jesus,33,,99,2019-02-19T20:31:20Z,100,100,0.0,8.0,-6,0,6,0,FALSE,2,1.6,0.3,370861,289985,0,0,0,0,0,0,79,0,2.7,1.8,2.9,FALSE,1017,7,3,2,11,0,0,0,1,0,0,7,259,395.2,300.5,864.0,156.3,0,4,13
529,232917.jpg,Muric,43,a,232917,Arijanet,Muric,49,,45,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,1708,1738,0,0,0,0,0,0,0,0,0.0,1.5,1.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,13
604,230428.jpg,Sandler,43,a,230428,Philippe,Sandler,34,,40,NA,NA,NA,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,619,1116,0,0,0,0,0,0,0,0,0.0,1.5,1.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,13
282,51940.jpg,de Gea,1,a,51940,David,de Gea,1,,57,NA,NA,NA,0.3,21.1,-3,0,3,0,FALSE,2,16.2,1.7,1190348,428432,0,0,0,0,0,0,120,1,3.2,2.7,3.0,FALSE,3420,0,0,7,54,0,0,0,1,0,123,7,636,846.0,0.0,0.0,84.5,0,1,14
283,42899.jpg,Romero,1,a,42899,Sergio,Romero,22,,49,2019-05-03T10:31:22Z,75,100,0.0,0.0,-1,0,1,0,FALSE,0,0.1,0.0,3687,1563,0,0,0,0,0,0,0,0,0.0,0.8,0.8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,14
284,55909.jpg,Smalling,1,a,55909,Chris,Smalling,12,,56,2019-05-02T16:01:19Z,100,100,0.1,10.0,-4,0,4,0,FALSE,1,1.4,0.3,220347,107595,0,0,0,0,0,0,56,1,2.3,1.3,1.6,FALSE,2127,1,0,4,36,1,0,0,1,0,0,3,335,453.4,31.0,176.0,66.0,0,2,14
285,76359.jpg,Jones,1,a,76359,Phil,Jones,4,,51,2019-04-21T14:31:21Z,100,100,0.1,8.4,-4,0,4,0,FALSE,1,0.5,0.7,169664,24360,0,0,0,0,0,0,43,1,2.4,1.7,1.6,FALSE,1261,0,1,3,17,0,0,0,1,0,0,3,273,300.8,44.8,42.0,39.0,0,2,14
286,106760.jpg,Shaw,1,a,106760,Luke,Shaw,23,,51,2019-04-02T21:01:19Z,100,100,0.6,17.8,1,0,-1,0,FALSE,1,8.1,3.3,1295042,1415122,0,0,0,0,0,0,91,0,3.1,4.3,3.0,FALSE,2591,1,5,6,39,0,0,0,11,0,0,11,489,586.2,505.6,287.0,138.1,0,2,14
287,58893.jpg,Rojo,1,a,58893,Marcos,Rojo,16,,49,2018-12-13T10:01:17Z,100,100,0.0,0.4,-1,0,1,0,FALSE,0,0.1,0.0,7163,3733,0,0,0,0,0,0,2,0,0.4,1.0,1.4,FALSE,209,0,0,0,5,1,0,0,2,0,0,0,15,42.2,3.1,63.0,10.9,0,2,14
288,20695.jpg,Valencia,1,a,20695,Antonio,Valencia,25,,64,2019-03-29T16:31:19Z,75,100,0.0,2.7,-1,0,1,0,FALSE,0,0.7,0.3,61383,27205,0,0,0,0,0,0,17,1,2.8,1.0,0.8,FALSE,466,0,0,2,5,0,0,0,2,0,0,1,92,61.4,111.2,6.0,17.9,0,2,14
289,40002.jpg,Darmian,1,a,40002,Matteo,Darmian,36,,46,2019-02-08T10:31:20Z,100,100,0.0,3.0,-4,0,4,0,FALSE,0,0.2,0.0,30578,11133,0,0,0,0,0,0,14,0,2.3,1.0,1.2,FALSE,443,0,0,1,8,0,0,0,0,0,0,2,83,84.2,34.9,7.0,12.6,0,2,14
290,58877.jpg,Blind,1,u,58877,Daley,Blind,17,Transferred to Ajax,50,2018-07-18T10:05:48Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,678,150,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,14
291,197365.jpg,Bailly,1,i,197365,Eric,Bailly,3,Knee injury - Unknown return date,50,2019-03-25T20:31:21Z,0,0,0.1,3.2,-5,0,5,0,FALSE,0,1.3,0.7,192557,59408,0,0,0,0,0,0,16,0,1.3,0.0,0.0,FALSE,636,0,0,1,13,0,0,0,0,1,0,0,109,125.0,3.4,35.0,16.5,0,2,14
292,184667.jpg,Lindelöf,1,a,184667,Victor,Lindelöf,2,,49,2018-12-16T15:01:16Z,100,100,0.3,17.3,-1,0,1,0,FALSE,1,5.2,1.3,431719,651996,0,0,0,0,0,0,85,0,2.8,2.3,2.0,FALSE,2600,1,1,6,40,1,0,0,1,0,0,9,527,533.0,75.3,118.0,72.8,0,2,14
293,18892.jpg,Young,1,a,18892,Ashley,Young,18,,57,2019-04-02T21:01:19Z,100,100,0.3,12.8,-3,0,3,0,FALSE,1,1.7,1.7,230338,193916,0,0,0,0,0,0,73,1,2.4,2.7,2.0,FALSE,2568,2,3,4,44,0,0,0,8,1,0,4,450,554.4,650.5,124.0,133.0,0,2,14
294,216051.jpg,Dalot,1,a,216051,José Diogo,Dalot Teixeira,20,,53,2018-12-16T15:01:16Z,100,100,0.1,5.1,-2,0,2,0,FALSE,0,0.2,0.7,24102,28537,0,0,0,0,0,0,27,1,1.7,1.7,1.6,FALSE,1009,0,2,1,18,0,0,0,3,0,0,0,171,184.4,259.0,94.0,53.7,0,2,14
295,37265.jpg,Sánchez,1,a,37265,Alexis,Sánchez,7,,100,2019-05-05T15:31:23Z,75,100,0.1,4.7,-5,0,5,0,FALSE,0,1.2,0.7,500485,57598,0,0,0,0,0,0,47,0,2.4,1.3,1.2,FALSE,869,1,5,2,10,0,0,0,3,0,0,1,168,207.6,297.2,307.0,81.1,0,3,14
296,62398.jpg,Matic,1,a,62398,Nemanja,Matic,31,,50,2019-04-12T09:31:18Z,100,100,0.2,11.8,0,0,0,0,FALSE,0,0.7,1.0,85844,65165,0,0,0,0,0,0,59,0,2.1,2.0,2.0,FALSE,2437,1,0,6,37,0,0,0,6,1,0,2,371,477.6,247.9,183.0,90.9,0,3,14
297,43670.jpg,Mata,1,a,43670,Juan,Mata,8,,61,2019-02-24T17:31:21Z,100,100,0.6,11.5,-4,0,4,0,FALSE,2,1.2,3.7,185433,114953,0,0,0,0,0,0,70,0,3.2,4.7,3.8,FALSE,1284,3,4,5,15,0,0,0,3,0,0,7,274,258.4,464.0,262.0,98.6,0,3,14
298,41184.jpg,Fellaini,1,u,41184,Marouane,Fellaini,27,Joined Shandong Luneng Taishan,48,2019-01-18T09:31:18Z,0,0,0.0,5.4,-2,0,2,0,FALSE,0,0.4,0.0,90002,66248,0,0,0,0,0,0,26,0,1.9,0.0,0.0,FALSE,746,0,2,1,14,0,0,0,1,0,0,0,119,172.2,65.6,145.0,38.1,0,3,14
299,59846.jpg,Herrera,1,a,59846,Ander,Herrera,21,,50,2019-04-02T21:01:19Z,100,100,0.1,12.4,0,0,0,0,FALSE,0,0.5,0.7,144127,152713,0,0,0,0,0,0,62,0,2.8,1.7,1.4,FALSE,1397,2,3,5,18,0,0,0,4,0,0,6,302,399.2,234.6,257.0,89.2,0,3,14
300,109322.jpg,Lingard,1,a,109322,Jesse,Lingard,14,,67,2019-05-02T16:01:19Z,75,100,0.0,11.6,-3,0,3,0,FALSE,1,2.6,0.3,813382,643596,0,0,0,0,0,0,78,1,2.9,1.0,1.4,FALSE,1657,4,3,3,26,0,0,0,3,0,0,5,270,310.0,306.1,395.0,101.1,0,3,14
301,148225.jpg,Martial,1,a,148225,Anthony,Martial,11,,72,2019-05-10T10:01:23Z,75,100,0.0,16.9,-3,0,3,0,FALSE,3,3.4,0.3,1717773,1821120,0,0,0,0,0,0,122,1,4.5,1.0,2.0,FALSE,1613,10,4,5,25,0,0,0,2,0,0,13,389,532.8,503.3,755.0,178.9,0,3,14
302,74208.jpg,Pogba,1,a,74208,Paul,Pogba,6,,86,2019-01-30T10:31:23Z,100,100,0.2,20.8,6,0,-6,0,FALSE,5,33.7,1.7,3064772,4337070,0,0,0,0,0,0,179,1,5.1,2.7,5.6,FALSE,3007,13,10,8,43,0,0,3,6,0,0,19,648,1096.8,822.3,1246.0,316.9,0,3,14
303,195851.jpg,McTominay,1,a,195851,Scott,McTominay,39,,42,2019-04-26T10:01:22Z,100,100,1.0,9.0,-3,0,3,0,FALSE,1,1.2,4.0,118999,138847,0,0,0,0,0,0,38,2,2.4,5.0,3.0,FALSE,862,2,0,1,18,0,0,0,1,0,0,4,152,175.4,33.1,180.0,38.8,0,3,14
304,101582.jpg,Fred,1,a,101582,Frederico,Rodrigues de Paula Santos,17,,53,NA,NA,NA,0.0,7.5,-7,0,7,0,FALSE,0,1.2,0.0,260254,58043,0,0,0,0,0,0,40,0,2.4,1.0,2.0,FALSE,1039,1,2,1,19,0,0,0,2,0,0,3,180,177.6,203.2,87.0,46.9,0,3,14
305,176297.jpg,Rashford,1,a,176297,Marcus,Rashford,10,,73,2019-04-28T18:31:24Z,100,100,0.3,17.5,3,0,-3,0,FALSE,3,21.9,2.0,2937207,3539954,0,0,0,0,0,0,128,2,3.9,3.0,2.8,FALSE,2331,10,7,6,35,0,0,0,3,1,0,14,425,650.0,542.3,1064.0,224.6,0,4,14
306,66749.jpg,Lukaku,1,a,66749,Romelu,Lukaku,9,,107,2019-05-02T16:01:19Z,50,100,0.1,10.7,-3,0,3,0,FALSE,3,3.9,0.7,926735,673093,0,0,0,0,0,0,115,0,3.6,0.8,1.2,FALSE,2126,12,1,4,38,0,0,0,4,0,0,14,361,550.6,330.2,1052.0,193.5,0,4,14
481,156689.jpg,Pereira,1,a,156689,Andreas,Pereira,15,,45,NA,NA,NA,0.1,6.0,-5,0,5,0,FALSE,1,0.3,0.3,54340,34228,0,0,0,0,0,0,27,1,1.8,1.3,1.6,FALSE,590,1,1,1,13,0,0,0,5,0,0,2,115,132.8,139.5,67.0,33.8,0,3,14
520,6744.jpg,Grant,1,a,6744,Lee,Grant,13,,48,NA,NA,NA,0.0,0.0,-2,0,2,0,FALSE,0,0.0,0.0,1234,1009,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,14
568,209041.jpg,Gomes,1,a,209041,Angel,Gomes,47,,50,NA,NA,NA,0.1,0.4,0,0,0,0,FALSE,0,0.0,0.3,523,911,0,0,0,0,0,0,2,1,1.0,1.3,1.0,FALSE,25,0,0,0,1,0,0,0,0,0,0,0,4,5.2,2.3,18.0,2.6,0,3,14
602,232928.jpg,Garner,1,a,232928,James,Garner,37,,45,NA,NA,NA,0.0,0.2,0,0,0,0,FALSE,0,0.0,0.0,84,172,0,0,0,0,0,0,1,0,1.0,1.0,1.0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,3,14
603,222677.jpg,Chong,1,a,222677,Tahith,Chong,44,,45,NA,NA,NA,0.1,0.4,0,0,0,0,FALSE,0,0.0,0.3,269,2947,0,0,0,0,0,0,2,0,1.0,1.3,1.2,FALSE,37,0,0,0,1,0,0,0,0,0,0,0,3,6.2,2.1,39.0,4.7,0,3,14
608,220688.jpg,Greenwood,1,a,220688,Mason,Greenwood,54,,45,2019-05-03T09:31:20Z,75,100,0.2,0.9,0,0,0,0,FALSE,0,0.2,0.7,4998,14104,0,0,0,0,0,0,4,2,1.3,1.3,0.9,FALSE,115,0,0,0,2,0,0,0,0,0,0,0,12,24.0,43.3,90.0,15.7,0,4,14
307,19838.jpg,Elliot,4,a,19838,Robert,Elliot,1,,43,2019-02-01T16:01:21Z,100,100,0.0,0.0,-2,0,2,0,FALSE,0,0.1,0.0,11963,1711,0,0,0,0,0,0,0,0,0.0,0.5,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,15
308,59735.jpg,Darlow,4,a,59735,Karl,Darlow,26,,44,2018-12-04T15:01:17Z,100,100,0.0,0.0,-1,0,1,0,FALSE,0,0.1,0.0,3504,915,0,0,0,0,0,0,0,0,0.0,0.5,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,15
309,67089.jpg,Dubravka,4,a,67089,Martin,Dubravka,12,,50,2018-08-11T11:31:12Z,100,100,0.6,26.2,0,0,0,0,FALSE,0,1.0,3.0,74237,103552,0,0,0,0,0,0,131,6,3.4,3.5,4.3,FALSE,3420,0,0,11,48,0,0,0,1,0,96,10,647,783.6,0.0,0.0,78.4,0,1,15
310,151119.jpg,Yedlin,4,i,151119,DeAndre,Yedlin,22,Groin Injury - Unknown return date,45,2019-05-03T13:31:22Z,0,0,0.0,14.0,0,0,0,0,FALSE,0,0.9,0.0,164117,124500,0,0,0,0,0,0,63,0,2.2,0.0,0.0,FALSE,2472,1,2,5,41,1,0,0,6,1,0,1,325,436.4,406.3,113.0,95.8,0,2,15
311,58845.jpg,Clark,4,a,58845,Ciaran,Clark,2,,45,2019-02-22T14:01:20Z,100,100,0.0,9.3,0,0,0,0,FALSE,1,0.2,0.0,29595,21824,0,0,0,0,0,0,42,0,3.8,0.5,0.5,FALSE,857,3,0,2,15,0,0,0,1,0,0,4,194,293.2,25.0,105.0,42.6,0,2,15
312,101148.jpg,Lascelles,4,a,101148,Jamaal,Lascelles,6,,47,2019-04-26T13:31:22Z,100,100,0.5,20.2,-3,0,3,0,FALSE,1,3.1,2.3,436557,180393,0,0,0,0,0,0,95,6,3.0,2.8,3.0,FALSE,2745,0,1,10,36,0,0,0,4,0,0,8,539,632.4,46.8,113.0,79.6,0,2,15
313,106618.jpg,Dummett,4,a,106618,Paul,Dummett,3,,44,2019-01-11T15:01:19Z,100,100,0.6,15.2,-1,0,1,0,FALSE,1,0.2,2.7,22150,18871,0,0,0,0,0,0,67,6,2.6,3.2,3.0,FALSE,1986,0,0,7,27,0,0,0,1,0,0,3,365,424.2,94.0,58.0,57.6,0,2,15
314,77359.jpg,Lejeune,4,i,77359,Florian,Lejeune,20,Knee injury - Unknown return date,44,2019-04-06T16:31:22Z,0,0,0.0,8.0,-1,0,1,0,FALSE,0,0.1,0.0,14217,15624,0,0,0,0,0,0,35,0,2.9,0.0,0.0,FALSE,1054,0,0,4,13,0,0,0,0,0,0,0,209,211.6,82.5,59.0,35.3,0,2,15
315,109528.jpg,Manquillo,4,a,109528,Javier,Manquillo,19,,43,2018-09-15T13:01:14Z,100,100,0.5,12.3,-2,0,2,0,FALSE,1,0.3,2.0,30354,35996,0,0,0,0,0,0,53,0,2.9,2.5,3.8,FALSE,1098,0,3,4,16,0,0,0,2,0,0,5,231,231.0,127.3,28.0,38.8,0,2,15
316,149736.jpg,Mbemba,4,u,149736,Chancel,Mbemba,18,Transferred to Porto,40,2018-07-24T14:34:52Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.1,0.0,8881,1238,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
317,56983.jpg,Ritchie,4,a,56983,Matt,Ritchie,11,,58,2018-12-02T17:01:15Z,100,100,0.7,19.0,-2,0,2,0,FALSE,0,0.6,4.0,94774,72055,0,0,0,0,0,0,110,9,3.1,4.5,4.5,FALSE,2927,2,8,10,40,0,0,1,9,0,0,7,504,712.4,973.8,448.0,213.6,0,3,15
318,50232.jpg,Shelvey,4,a,50232,Jonjo,Shelvey,8,,53,2019-01-11T15:01:19Z,100,100,0.8,7.4,-2,0,2,0,FALSE,0,0.3,4.3,58014,15156,0,0,0,0,0,0,39,10,2.4,4.8,1.3,FALSE,943,1,1,5,13,0,0,0,1,0,0,2,170,226.2,351.7,154.0,73.2,0,3,15
319,28147.jpg,Diamé,4,a,28147,Mohamed,Diamé,10,,48,2019-04-05T14:31:23Z,100,100,0.2,11.7,-2,0,2,0,FALSE,0,0.1,1.0,9190,6031,0,0,0,0,0,0,56,3,1.9,1.5,1.0,FALSE,2162,0,0,7,32,0,0,0,3,0,0,0,213,310.8,82.9,204.0,60.0,0,3,15
320,104953.jpg,Atsu,4,a,104953,Christian,Atsu,30,,51,2018-07-05T14:31:07Z,100,100,1.0,10.8,-4,0,4,0,FALSE,0,0.1,5.0,12283,7667,0,0,0,0,0,0,55,6,2.0,5.5,3.3,FALSE,1481,1,1,6,18,0,0,0,2,0,0,0,175,218.8,273.0,331.0,82.3,0,3,15
321,114243.jpg,Murphy,4,u,114243,Jacob,Murphy,7,Season-long loan to West Bromwich Albion,47,2019-01-31T23:31:19Z,0,0,0.0,3.4,-3,0,3,0,FALSE,0,0.0,0.0,4467,2294,0,0,0,0,0,0,16,0,1.8,0.0,0.0,FALSE,296,0,1,1,8,0,0,0,0,0,0,0,50,53.6,31.1,22.0,10.7,0,3,15
322,195384.jpg,Merino,4,u,195384,Mikel,Merino,23,Transferred to  Real Sociedad,50,2018-07-13T08:33:32Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,109,70,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
323,153127.jpg,Hayden,4,a,153127,Isaac,Hayden,14,,43,2019-04-26T14:31:23Z,100,100,0.6,16.0,-2,0,2,0,FALSE,1,1.4,2.7,130085,203020,0,0,0,0,0,0,69,3,2.8,3.2,3.8,FALSE,1857,1,4,7,25,0,0,0,3,1,0,5,306,412.0,298.8,232.0,94.4,0,3,15
324,76542.jpg,Ki Sung-yueng,4,a,76542,Sung-yueng,Ki,4,,47,2019-05-10T13:31:23Z,0,100,0.2,8.1,-3,0,3,0,FALSE,0,0.1,1.0,13668,4373,0,0,0,0,0,0,38,0,2.1,0.0,0.0,FALSE,1298,0,1,4,20,0,0,0,2,0,0,1,197,163.2,258.4,45.0,46.7,0,3,15
325,104547.jpg,Gayle,4,u,104547,Dwight,Gayle,9,Season-long to to West Bromwich Albion ,60,2018-08-07T09:52:46Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.1,0.0,8399,293,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,15
326,168580.jpg,Pérez,4,a,168580,Ayoze,Pérez,17,,61,2019-04-27T17:31:24Z,100,100,0.9,23.1,-4,0,4,0,FALSE,2,3.4,5.3,250480,294716,0,0,0,0,0,0,141,7,3.8,5.8,9.3,FALSE,2916,12,2,11,35,0,0,0,2,0,0,19,541,783.6,585.6,954.0,232.1,0,4,15
327,61316.jpg,Joselu,4,a,61316,Jose Luis,Mato Sanmartín,21,,47,2019-01-28T14:31:21Z,100,100,0.0,6.4,-3,0,3,0,FALSE,0,2.1,0.0,500793,455740,0,0,0,0,0,0,30,0,1.9,0.5,0.5,FALSE,586,2,0,1,15,0,0,0,1,0,0,3,89,121.4,35.9,290.0,44.6,0,4,15
