id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,news_added,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
201,79619.jpg,Hogg,38,a,79619,Jonathan,Hogg,6,,44,2019-03-02T17:31:20Z,100,100,0.3,12.3,-1,0,1,0,FALSE,0,0.2,1.5,42063,36051,0,0,0,0,0,0,54,1,1.9,1.5,1.5,FALSE,2369,0,1,5,44,0,0,0,8,1,0,3,326,390.4,271.1,70.0,72.5,0,3,10
202,168991.jpg,Billing,38,a,168991,Philip,Billing,8,,45,2019-04-04T13:31:20Z,100,100,0.0,14.0,0,0,0,0,FALSE,0,1.0,0.0,285026,319328,0,0,0,0,0,0,63,0,2.3,0.0,0.0,FALSE,2187,2,0,5,43,0,0,0,7,0,0,4,317,494.6,341.0,375.0,121.3,0,3,10
203,86176.jpg,Ince,38,u,86176,Tom,Ince,11,Transferred to Stoke,50,2018-07-24T14:34:21Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,732,78,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
204,80755.jpg,Williams,38,a,80755,Danny,Williams,19,,45,2018-12-14T13:31:15Z,100,100,0.0,1.3,0,0,0,0,FALSE,0,0.0,0.0,1614,1309,0,0,0,0,0,0,6,0,1.2,0.0,0.3,FALSE,94,0,0,1,1,0,0,0,1,0,0,0,12,8.6,11.4,1.0,2.0,0,3,10
205,246878.jpg,Sabiri,38,a,246878,Abdelhamid,Sabiri,29,,43,2019-04-04T16:01:19Z,100,100,0.0,0.5,-2,0,2,0,FALSE,0,0.0,0.0,6615,4596,0,0,0,0,0,0,2,0,1.0,0.0,0.0,FALSE,48,0,0,0,3,0,0,0,0,0,0,0,6,4.2,0.5,2.0,0.7,0,3,10
206,106450.jpg,Pritchard,38,a,106450,Alex,Pritchard,21,,48,NA,NA,NA,1.1,14.4,-2,0,2,0,FALSE,0,0.1,5.5,14335,12733,0,0,0,0,0,0,69,9,2.3,5.5,0.8,FALSE,2079,2,0,7,40,0,0,0,2,0,0,2,251,297.4,497.9,546.0,134.0,0,3,10
207,205102.jpg,Sobhi,38,u,205102,Ramadan,Sobhi,14,Season-long loan to Al Ahly,47,2018-12-31T15:31:17Z,0,0,0.0,0.9,-3,0,3,0,FALSE,0,0.1,0.0,17282,2308,0,0,0,0,0,0,4,0,1.0,0.0,0.0,FALSE,75,0,0,0,2,0,0,0,0,0,0,0,13,15.4,48.2,6.0,6.9,0,3,10
208,204380.jpg,Bacuna,38,a,204380,Juninho,Bacuna,7,,42,2019-03-17T15:31:22Z,100,100,0.5,9.3,-3,0,3,0,FALSE,1,0.4,2.0,37565,48588,0,0,0,0,0,0,39,2,1.9,2.0,1.5,FALSE,1410,1,0,0,37,0,0,0,4,0,0,1,179,246.4,278.8,131.0,65.9,0,3,10
209,84112.jpg,Quaner,38,a,84112,Collin,Quaner,23,,43,2019-01-08T23:01:17Z,0,100,0.0,0.5,-2,0,2,0,FALSE,0,3.5,0.0,485123,360943,0,0,0,0,0,0,2,0,1.0,0.0,0.0,FALSE,37,0,0,0,2,0,0,0,0,0,0,0,3,2.2,13.7,0.0,1.6,0,4,10
210,147303.jpg,Depoitre,38,a,147303,Laurent,Depoitre,20,,51,2019-03-07T14:01:20Z,100,100,0.0,6.7,-4,0,4,0,FALSE,0,0.3,0.0,84481,34219,0,0,0,0,0,0,34,0,1.5,0.0,0.0,FALSE,1058,0,1,0,23,0,0,0,1,0,0,0,40,51.6,124.3,381.0,54.8,0,4,10
211,169141.jpg,Mounie,38,a,169141,Steve,Mounie,24,,58,2018-12-01T17:31:14Z,100,100,0.1,11.9,-2,0,2,0,FALSE,0,0.2,0.5,38993,31880,0,0,0,0,0,0,69,1,2.2,0.5,1.3,FALSE,1767,2,4,5,38,0,0,0,1,1,0,4,153,226.4,251.7,788.0,123.9,0,4,10
212,87428.jpg,Kachunga,38,a,87428,Elias,Kachunga,9,,48,2018-07-05T14:31:07Z,100,100,0.0,6.0,-2,0,2,0,FALSE,0,0.1,0.0,14944,15398,0,0,0,0,0,0,29,0,1.4,0.0,1.3,FALSE,1175,0,0,1,30,0,0,0,2,0,0,0,41,83.6,109.0,180.0,36.7,0,4,10
461,118884.jpg,Durm,38,a,118884,Erik,Durm,37,,44,2019-05-05T15:31:23Z,0,100,0.1,11.1,-1,0,1,0,FALSE,1,0.1,0.5,13523,5015,0,0,0,0,0,0,49,0,1.8,0.0,0.0,FALSE,2049,0,1,3,45,0,0,0,0,0,0,2,297,281.8,209.2,114.0,60.7,0,2,10
471,233497.jpg,Diakhaby,38,a,233497,Adama,Diakhaby,11,,45,2019-02-23T20:01:20Z,100,100,0.1,4.2,-5,0,5,0,FALSE,0,0.0,0.5,3749,1680,0,0,0,0,0,0,19,0,1.6,0.5,0.3,FALSE,548,0,1,1,16,0,0,0,1,0,0,0,38,40.0,80.6,115.0,23.4,0,3,10
514,204454.jpg,Mbenza,38,a,204454,Isaac,Mbenza,18,,59,2019-04-11T15:01:19Z,100,100,0.8,6.4,-1,0,1,0,FALSE,0,0.0,4.5,1860,1247,0,0,0,0,0,0,38,2,1.7,4.5,2.8,FALSE,977,1,1,0,25,0,0,0,1,0,0,0,127,110.4,118.5,174.0,40.0,0,3,10
522,192301.jpg,Stankovic,38,a,192301,Jon Gorenc,Stankovic,27,,39,NA,NA,NA,0.3,6.2,-1,0,1,0,FALSE,0,2.9,1.0,312154,433611,0,0,0,0,0,0,24,2,2.2,1.0,0.3,FALSE,715,1,0,2,20,0,0,0,2,0,0,2,127,166.6,28.2,101.0,29.5,0,2,10
533,241791.jpg,Schofield,38,u,241791,Ryan,Schofield,31,Season-long loan to Notts County,40,2019-01-10T15:01:17Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.1,0.0,8084,10478,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,10
585,180294.jpg,Grant,38,a,180294,Karlan,Grant,16,,50,2019-04-18T15:01:20Z,100,100,0.4,9.0,0,0,0,0,FALSE,1,0.2,2.0,9856,19742,0,0,0,0,0,0,45,2,3.5,2.0,3.3,FALSE,873,3,2,1,23,0,0,0,0,0,0,5,123,141.8,109.6,308.0,55.9,0,4,10
598,168977.jpg,Coleman,38,a,168977,Joel,Coleman,13,,40,NA,NA,NA,0.3,0.5,0,0,0,0,FALSE,0,0.0,1.0,623,1579,0,0,0,0,0,0,2,2,2.0,1.0,0.0,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,13,14.8,0.0,0.0,1.5,0,1,10
601,175351.jpg,Duhaney,38,a,175351,Demeaco,Duhaney,38,,40,2019-02-28T15:01:20Z,100,100,0.0,0.3,0,0,0,0,FALSE,0,0.0,0.0,257,562,0,0,0,0,0,0,1,0,1.0,0.0,0.0,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,1,3.8,1.6,0.0,0.5,0,2,10
606,450314.jpg,Daly,38,a,450314,Matthew,Daly,41,,45,2019-04-04T13:31:20Z,100,100,0.1,0.4,0,0,0,0,FALSE,0,0.0,0.5,93,159,0,0,0,0,0,0,2,1,1.0,0.5,0.3,FALSE,73,0,0,0,1,0,0,0,0,0,0,0,5,0.6,1.0,2.0,0.4,0,3,10
607,440113.jpg,Rowe,38,a,440113,Aaron,Rowe,44,,45,2019-03-17T15:31:23Z,100,100,0.0,0.4,0,0,0,0,FALSE,0,0.0,0.0,42,85,0,0,0,0,0,0,2,0,1.0,0.0,0.0,FALSE,68,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,1.2,0.0,0.0,0,3,10
213,17745.jpg,Schmeichel,13,a,17745,Kasper,Schmeichel,1,,50,NA,NA,NA,1.1,24.0,0,0,0,0,FALSE,1,4.7,5.3,321983,273522,0,0,0,0,0,0,120,7,3.2,4.8,2.5,FALSE,3420,0,0,10,48,0,0,0,3,0,90,6,618,756.8,10.0,4.0,76.9,0,1,11
214,11974.jpg,Jakupovic,13,a,11974,Eldin,Jakupovic,17,,43,NA,NA,NA,0.0,0.0,-2,0,2,0,FALSE,0,0.1,0.0,3994,981,0,0,0,0,0,0,0,0,0.0,-0.5,-0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,11
215,15033.jpg,Morgan,13,a,15033,Wes,Morgan,5,,45,2018-12-29T15:31:17Z,100,100,0.0,16.9,0,0,0,0,FALSE,2,1.6,0.0,153451,158846,0,0,0,0,0,0,76,0,3.5,-0.5,0.0,FALSE,1924,3,0,6,28,0,0,0,1,2,0,7,365,471.0,40.1,293.0,80.5,0,2,11
216,37402.jpg,Fuchs,13,a,37402,Christian,Fuchs,28,,41,NA,NA,NA,0.0,0.7,-4,0,4,0,FALSE,0,0.4,0.0,38866,9627,0,0,0,0,0,0,3,0,1.0,-0.5,-0.5,FALSE,206,0,0,0,5,0,0,0,0,0,0,0,38,50.4,85.6,14.0,14.9,0,2,11
217,40725.jpg,Simpson,13,a,40725,Danny,Simpson,2,,42,2018-07-23T19:01:08Z,100,100,0.1,2.9,-3,0,3,0,FALSE,0,0.2,0.3,20134,8094,0,0,0,0,0,0,12,1,2.0,-0.2,-0.5,FALSE,289,0,0,1,4,0,0,0,0,0,0,0,50,74.6,13.2,2.0,9.0,0,2,11
218,41321.jpg,Benalouane,13,u,41321,Yohan,Benalouane,29,Transferred to Nottingham Forest,39,2019-01-18T11:31:18Z,0,0,0.0,0.0,-1,0,1,0,FALSE,0,0.7,0.0,57437,29259,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,11
219,172850.jpg,Chilwell,13,a,172850,Benjamin,Chilwell,3,,50,2019-02-21T15:31:20Z,100,100,0.9,23.6,0,0,0,0,FALSE,1,2.8,4.3,355243,478363,0,0,0,0,0,0,118,6,3.3,3.8,2.8,FALSE,3240,0,5,10,43,0,0,0,4,0,0,8,578,721.0,674.6,298.0,170.0,0,2,11
220,95658.jpg,Maguire,13,a,95658,Harry,Maguire,15,,54,2019-03-16T17:31:19Z,100,100,0.9,17.0,-1,0,1,0,FALSE,2,8.3,5.0,916500,466287,0,0,0,0,0,0,92,8,3.0,4.5,2.0,FALSE,2596,3,1,6,41,0,0,0,6,1,0,10,533,715.8,165.3,462.0,134.3,0,2,11
221,111931.jpg,Pereira,13,a,111931,Ricardo Domingos,Barbosa Pereira,14,,53,NA,NA,NA,1.3,27.5,3,0,-3,0,FALSE,5,10.6,7.0,1173384,1644641,0,0,0,0,0,0,146,9,4.2,6.5,3.3,FALSE,3123,2,8,10,45,0,0,0,7,0,0,22,693,889.0,517.6,430.0,183.7,0,2,11
222,37642.jpg,Evans,13,a,37642,Jonny,Evans,6,,48,2019-04-06T16:31:22Z,100,100,1.1,16.0,-2,0,2,0,FALSE,0,0.4,5.3,40564,37348,0,0,0,0,0,0,77,8,3.2,4.8,1.8,FALSE,1993,1,0,8,26,0,0,0,2,0,0,3,418,460.0,66.1,158.0,68.5,0,2,11
224,51938.jpg,Albrighton,13,a,51938,Marc,Albrighton,11,,51,2019-02-03T14:01:20Z,100,100,0.5,12.4,-4,0,4,0,FALSE,0,0.3,2.7,83477,40529,0,0,0,0,0,0,63,3,2.3,2.2,1.5,FALSE,1617,2,2,5,17,0,0,0,3,0,0,4,279,371.2,446.8,242.0,106.1,0,3,11
225,172632.jpg,Gray,13,a,172632,Demarai,Gray,7,,54,2018-10-27T15:31:14Z,100,100,0.1,15.6,-1,0,1,0,FALSE,0,0.9,0.7,239295,212736,0,0,0,0,0,0,84,0,2.5,0.2,1.0,FALSE,1978,4,1,6,29,0,0,0,2,0,0,3,244,320.2,310.2,599.0,122.5,0,3,11
226,155569.jpg,Amartey,13,i,155569,Daniel,Amartey,18,Leg injury - Unknown return date,43,2018-10-27T19:01:14Z,0,0,0.0,3.5,-2,0,2,0,FALSE,0,0.2,0.0,20900,11542,0,0,0,0,0,0,15,0,1.7,0.0,0.0,FALSE,639,0,0,1,9,0,0,0,2,0,0,0,103,139.0,46.7,21.0,20.8,0,3,11
227,203341.jpg,Ndidi,13,a,203341,Wilfred,Ndidi,25,,49,2018-12-22T14:01:16Z,100,100,0.3,18.2,-1,0,1,0,FALSE,0,0.8,1.7,102077,94944,0,0,0,0,0,0,89,3,2.3,1.2,1.0,FALSE,3295,2,0,9,47,0,0,0,8,0,0,4,571,726.0,342.4,346.0,141.6,0,3,11
228,54513.jpg,Iborra,13,u,54513,Vicente,Iborra,21,Joined Villarreal in a permanent move,47,2019-01-07T16:01:16Z,0,0,0.0,1.9,-3,0,3,0,FALSE,0,0.0,0.0,4173,1245,0,0,0,0,0,0,9,0,1.1,0.0,0.0,FALSE,224,0,0,0,4,0,0,0,0,0,0,0,31,26.8,27.8,25.0,8.0,0,3,11
229,61604.jpg,James,13,a,61604,Matty,James,22,,44,2018-07-05T14:31:07Z,100,100,0.0,0.0,-1,0,1,0,FALSE,0,0.0,0.0,2646,2392,0,0,0,0,0,0,0,0,0.0,-0.5,-0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
230,197469.jpg,Choudhury,13,a,197469,Hamza,Choudhury,38,,43,NA,NA,NA,0.6,4.7,-2,0,2,0,FALSE,0,0.1,2.7,13999,13682,0,0,0,0,0,0,20,3,2.2,2.2,0.8,FALSE,593,0,0,4,4,0,0,0,0,0,0,0,80,119.6,73.7,51.0,24.6,0,3,11
231,46483.jpg,Silva,13,u,46483,Adrien Sebastian,Perruchet Silva,23,Season-long loan to Monaco,47,2019-01-31T20:31:19Z,0,0,0.0,0.6,-3,0,3,0,FALSE,0,0.1,0.0,12938,4086,0,0,0,0,0,0,3,0,1.5,0.0,0.0,FALSE,87,0,0,0,1,0,0,0,0,0,0,0,16,14.2,6.3,0.0,2.1,0,3,11
232,210207.jpg,Diabaté,13,u,210207,Fousseni,Diabaté,27,Season-long loan to Sivasspor,46,2019-01-10T10:31:17Z,0,0,0.0,0.2,-4,0,4,0,FALSE,0,0.0,0.0,3589,1160,0,0,0,0,0,0,1,0,1.0,0.0,0.0,FALSE,54,0,0,0,1,0,0,0,0,0,0,0,4,7.4,15.8,0.0,2.3,0,3,11
233,172780.jpg,Maddison,13,a,172780,James,Maddison,10,,66,2019-02-21T15:31:20Z,100,100,0.6,20.8,1,0,-1,0,FALSE,1,5.2,3.7,1732719,1935920,0,0,0,0,0,0,137,3,3.8,3.2,2.5,FALSE,2831,7,7,8,44,0,0,1,3,1,0,12,619,801.4,1515.0,769.0,308.4,0,3,11
234,101668.jpg,Vardy,13,a,101668,Jamie,Vardy,9,,90,2019-03-03T15:01:20Z,100,100,0.6,19.3,0,0,0,0,FALSE,4,10.3,5.7,1650259,1875085,0,0,0,0,0,0,174,2,5.1,5.2,6.0,FALSE,2726,18,5,11,36,0,0,1,3,1,0,31,598,822.0,419.9,1206.0,244.6,0,4,11
235,78412.jpg,Okazaki,13,a,78412,Shinji,Okazaki,20,,51,2018-08-25T13:01:12Z,100,100,0.1,4.9,-4,0,4,0,FALSE,0,0.5,0.3,81138,21922,0,0,0,0,0,0,25,1,1.2,-0.2,-0.5,FALSE,269,0,1,0,4,0,0,0,0,0,0,0,59,45.6,28.6,90.0,16.3,0,4,11
236,173515.jpg,Iheanacho,13,a,173515,Kelechi,Iheanacho,8,,57,NA,NA,NA,0.0,10.2,-3,0,3,0,FALSE,1,0.8,0.0,197094,166158,0,0,0,0,0,0,58,0,1.9,-0.5,0.0,FALSE,924,1,5,1,16,0,0,0,2,0,0,3,160,135.8,209.4,230.0,56.9,0,4,11
457,95463.jpg,Ward,13,a,95463,Danny,Ward,12,,43,NA,NA,NA,0.0,0.0,-2,0,2,0,FALSE,0,0.1,0.0,6344,1238,0,0,0,0,0,0,0,0,0.0,-0.5,-0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,11
492,115858.jpg,Ghezzal,13,a,115858,Rachid,Ghezzal,31,,50,2018-11-22T17:01:18Z,100,100,0.0,5.6,-5,0,5,0,FALSE,0,0.1,0.0,39363,30519,0,0,0,0,0,0,28,0,1.5,-0.5,-0.5,FALSE,733,1,0,1,13,0,0,0,3,0,0,2,112,147.8,307.0,228.0,68.3,0,3,11
501,213405.jpg,Benkovic,13,u,213405,Filip,Benkovic,16,Season-long loan to Celtic,50,2018-09-02T07:32:21Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,2995,283,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,11
515,218031.jpg,Söyüncü,13,a,218031,Çaglar,Söyüncü,4,,48,2018-08-17T10:31:12Z,100,100,0.0,1.9,-2,0,2,0,FALSE,0,0.0,0.0,4200,1198,0,0,0,0,0,0,9,0,1.5,-0.5,-0.5,FALSE,371,0,0,0,4,0,0,0,1,0,0,0,48,76.6,6.8,22.0,10.6,0,2,11
527,86881.jpg,Mendy,13,a,86881,Nampalys,Mendy,24,,43,2019-02-10T16:01:21Z,100,100,0.1,13.5,-2,0,2,0,FALSE,0,0.9,0.3,133157,155350,0,0,0,0,0,0,58,0,1.9,-0.2,0.3,FALSE,2085,0,1,7,29,0,0,0,5,0,0,0,291,235.8,135.5,23.0,39.5,0,3,11
558,201667.jpg,Knight,13,u,201667,Josh,Knight,34,Season-long loan to Peterborough,40,2019-02-01T11:32:20Z,0,0,0.0,0.0,0,0,0,0,FALSE,0,0.0,0.0,1233,1389,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,11
571,201666.jpg,Barnes,13,a,201666,Harvey,Barnes,19,,55,NA,NA,NA,0.2,7.8,0,0,0,0,FALSE,0,0.2,1.0,35124,44044,0,0,0,0,0,0,43,1,2.7,0.5,2.3,FALSE,1001,1,3,1,16,0,0,0,0,0,0,1,139,172.8,242.0,534.0,94.8,0,3,11
591,166989.jpg,Tielemans,13,a,166989,Youri,Tielemans,21,,60,NA,NA,NA,0.8,10.5,0,0,0,0,FALSE,0,1.7,4.7,129669,234624,0,0,0,0,0,0,63,3,4.8,4.2,3.8,FALSE,1087,3,5,3,14,0,0,0,2,0,0,6,267,299.0,269.7,249.0,81.8,0,3,11
237,66797.jpg,Mignolet,14,a,66797,Simon,Mignolet,22,,47,2018-09-14T13:01:14Z,100,100,0.0,0.0,-3,0,3,0,FALSE,0,0.1,0.0,6437,1825,0,0,0,0,0,0,0,0,0.0,1.0,1.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,12
238,104542.jpg,Karius,14,u,104542,Loris,Karius,1,Two year loan to Besiktas,49,2018-08-27T06:55:46Z,0,0,0.0,0.0,-1,0,1,0,FALSE,0,0.1,0.0,8510,655,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,12
239,38454.jpg,Lovren,14,a,38454,Dejan,Lovren,6,,49,2019-04-16T22:01:19Z,100,100,0.1,12.9,-1,0,1,0,FALSE,2,1.5,0.5,502011,225016,0,0,0,0,0,0,63,0,4.8,1.5,2.8,FALSE,986,1,1,6,7,0,0,0,1,0,0,9,258,255.8,29.1,72.0,35.7,0,2,12
240,100059.jpg,Moreno,14,a,100059,Alberto,Moreno,18,,41,2019-01-03T20:01:19Z,100,100,0.0,1.0,-4,0,4,0,FALSE,0,0.2,0.0,24388,8697,0,0,0,0,0,0,4,0,2.0,1.0,1.0,FALSE,154,0,0,0,2,0,0,0,0,0,0,0,24,20.0,42.0,5.0,6.7,0,2,12
242,171287.jpg,Gomez,14,a,171287,Joseph,Gomez,12,,48,2018-12-05T23:01:16Z,100,100,0.1,11.5,-2,0,2,0,FALSE,0,1.0,0.5,345278,346676,0,0,0,0,0,0,55,1,3.4,1.5,1.5,FALSE,1059,0,0,7,4,0,0,0,2,0,0,2,268,209.8,92.1,44.0,34.7,0,2,12
243,60914.jpg,Matip,14,a,60914,Joel,Matip,32,,49,2018-12-11T23:31:18Z,100,100,0.7,16.9,-1,0,1,0,FALSE,1,1.1,3.5,81461,133758,0,0,0,0,0,0,83,7,3.8,4.5,4.0,FALSE,1535,1,0,9,12,0,0,0,3,0,0,7,402,414.6,57.9,85.0,55.9,0,2,12
244,33871.jpg,Klavan,14,u,33871,Ragnar,Klavan,17,Transferred to Cagliari,44,2018-08-08T07:01:10Z,0,0,0.0,0.0,-1,0,1,0,FALSE,0,0.0,0.0,5716,260,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,12
245,169187.jpg,Alexander-Arnold,14,a,169187,Trent,Alexander-Arnold,66,,58,2019-03-20T19:01:21Z,100,100,2.2,31.9,8,0,-8,0,TRUE,8,26.9,12.5,2611834,3306874,0,0,0,0,0,0,185,15,6.4,13.5,10.8,FALSE,2460,1,13,16,14,0,0,0,3,0,0,25,753,734.4,837.4,276.0,184.7,0,2,12
246,97032.jpg,van Dijk,14,a,97032,Virgil,van Dijk,4,,67,2019-03-31T19:31:20Z,100,100,1.0,31.0,7,0,-7,0,TRUE,4,32.3,7.0,1166867,1851310,0,0,0,0,0,0,208,6,5.5,8.0,9.3,FALSE,3384,4,4,20,22,0,0,0,1,0,0,22,932,993.6,111.1,455.0,156.1,0,2,12
247,122798.jpg,Robertson,14,a,122798,Andrew,Robertson,26,,67,2019-05-07T22:31:21Z,75,100,0.5,31.8,7,0,-7,0,TRUE,5,33.0,3.5,1723617,2650621,0,0,0,0,0,0,213,6,5.9,3.4,5.8,FALSE,3216,0,12,21,20,0,0,0,4,0,0,29,906,748.8,767.2,318.0,183.6,0,2,12
248,81880.jpg,Chamberlain,14,a,81880,Alex,Oxlade-Chamberlain,21,,64,2018-07-05T14:31:07Z,100,100,0.1,0.3,-1,0,1,0,FALSE,0,0.1,0.5,2695,1910,0,0,0,0,0,0,2,1,1.0,1.5,1.3,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,7,10.2,10.8,19.0,4.0,0,3,12
249,56979.jpg,Henderson,14,a,56979,Jordan,Henderson,14,,53,2019-05-10T10:01:23Z,75,100,0.5,14.3,-2,0,2,0,FALSE,1,0.7,2.5,62572,30923,0,0,0,0,0,0,76,3,2.4,2.6,4.0,FALSE,1976,1,3,12,14,0,0,0,1,1,0,2,397,358.8,311.7,182.0,85.4,0,3,12
250,39155.jpg,Lallana,14,a,39155,Adam,Lallana,20,,69,2019-04-08T13:01:21Z,75,100,0.0,3.3,-1,0,1,0,FALSE,0,0.6,0.0,46405,4114,0,0,0,0,0,0,23,0,1.8,0.8,0.8,FALSE,460,0,1,3,3,0,0,0,1,0,0,0,96,85.4,139.0,113.0,33.8,0,3,12
251,110979.jpg,Mané,14,a,110979,Sadio,Mané,10,,103,2018-12-08T12:31:17Z,100,100,0.8,22.4,8,0,-8,0,TRUE,8,38.6,8.5,3318138,4505959,0,0,0,0,0,0,231,15,6.4,9.5,7.8,FALSE,3076,22,3,19,21,0,0,0,2,0,0,24,703,1015.8,692.8,1332.0,304.0,0,3,12
252,41733.jpg,Wijnaldum,14,a,41733,Georginio,Wijnaldum,5,,55,2019-02-04T22:01:20Z,100,100,0.5,19.6,0,0,0,0,FALSE,1,1.4,2.5,164452,187293,0,0,0,0,0,0,108,3,3.1,3.5,5.3,FALSE,2723,3,1,18,16,0,0,0,3,0,0,9,470,437.6,405.2,338.0,118.4,0,3,12
253,118748.jpg,Salah,14,a,118748,Mohamed,Salah,11,,132,2019-05-04T21:01:22Z,75,100,0.4,19.6,2,0,-2,0,TRUE,6,33.9,5.0,3752957,2680675,0,0,0,0,0,0,259,3,6.8,4.5,8.3,FALSE,3254,22,12,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168.0,432.7,0,3,12
254,15157.jpg,Milner,14,a,15157,James,Milner,7,,56,2019-03-08T10:31:19Z,100,100,0.1,18.0,1,0,-1,0,FALSE,1,2.5,0.5,658856,685169,0,0,0,0,0,0,101,1,3.3,1.5,2.5,FALSE,1778,5,5,9,13,0,0,0,5,1,0,12,448,587.2,725.2,374.0,169.2,0,3,12
255,116643.jpg,Fabinho,14,a,116643,Fabio Henrique,Tavares,3,,55,2019-04-21T17:01:23Z,100,100,0.5,11.8,-5,0,5,0,FALSE,0,0.6,2.5,79072,49371,0,0,0,0,0,0,65,3,2.3,3.5,2.5,FALSE,2011,1,2,11,14,0,0,0,6,0,0,0,305,406.2,283.4,173.0,86.4,0,3,12
256,175592.jpg,Keita,14,i,175592,Naby,Keita,8,Thigh injury - Expected back 06 Jul,71,2019-05-01T22:01:20Z,0,0,0.0,9.4,-4,0,4,0,FALSE,1,1.5,0.0,288299,82552,0,0,0,0,0,0,67,0,2.7,0.0,0.0,FALSE,1385,2,1,10,8,0,0,0,0,0,0,3,246,293.6,213.1,356.0,86.3,0,3,12
257,92217.jpg,Firmino,14,a,92217,Roberto,Firmino,9,,93,2019-05-05T01:31:24Z,0,100,0.0,17.2,-2,0,2,0,FALSE,3,14.2,0.0,3107022,1971554,0,0,0,0,0,0,160,0,4.7,0.0,0.0,FALSE,2606,12,8,19,15,0,0,0,0,0,0,24,647,774.8,670.1,1240.0,267.8,0,4,12
462,68312.jpg,Shaqiri,14,a,68312,Xherdan,Shaqiri,23,,68,2019-03-19T01:01:21Z,100,100,0.3,12.9,-7,0,7,0,FALSE,1,2.1,2.0,616037,338471,0,0,0,0,0,0,88,0,3.7,3.0,2.5,FALSE,1052,6,5,7,6,0,0,0,2,0,0,4,302,363.6,344.7,282.0,99.1,0,3,12
468,116535.jpg,Alisson,14,a,116535,Alisson,Ramses Becker,13,,59,NA,NA,NA,0.7,29.8,4,0,-4,0,TRUE,1,23.4,4.0,931671,1257121,0,0,0,0,0,0,176,6,4.6,5.0,6.3,FALSE,3420,0,0,21,22,0,0,0,1,0,76,9,771,677.0,0.1,0.0,67.6,0,1,12
472,40755.jpg,Sturridge,14,a,40755,Daniel,Sturridge,15,,56,NA,NA,NA,0.2,6.1,-4,0,4,0,FALSE,0,1.0,1.0,135642,97186,0,0,0,0,0,0,34,0,1.9,2.0,2.0,FALSE,498,2,1,2,5,0,0,0,1,0,0,2,121,117.6,117.6,186.0,41.7,0,4,12
543,152760.jpg,Origi,14,a,152760,Divock,Origi,27,,50,2019-05-07T22:31:22Z,75,100,0.7,6.4,0,0,0,0,FALSE,0,0.3,3.5,19410,36780,0,0,0,0,0,0,32,2,2.7,3.4,1.7,FALSE,364,3,1,3,2,0,0,0,0,0,0,1,122,143.4,45.0,195.0,38.2,0,4,12
557,217989.jpg,Camacho,14,a,217989,Rafael,Camacho,64,,50,NA,NA,NA,0.0,0.2,0,0,0,0,FALSE,0,0.0,0.0,275,348,0,0,0,0,0,0,1,0,1.0,1.0,1.0,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,3,12
